Category_ID,Category_Title,Category_Handle,Category_URL,Products_Count,Description,Published_At
415388762337,Cake for Her / Woman,dubai-cake-for-her-woman,https://theperfectgift.ae/collections/dubai-cake-for-her-woman,249,,2023-05-18T21:09:52+04:00
415387058401,Cake for Him / Men,dubai-cake-for-him-men,https://theperfectgift.ae/collections/dubai-cake-for-him-men,120,,2023-05-18T20:22:18+04:00
415481626849,Cake for Newborn,cake-for-newborn-baby-dubai,https://theperfectgift.ae/collections/cake-for-newborn-baby-dubai,92,,2023-05-24T22:41:53+04:00
443584020705,Cake Toppers,cake-toppers,https://theperfectgift.ae/collections/cake-toppers,17,,2024-08-25T17:46:42+04:00
245221949629,Children Balloons,children-ballloons,https://theperfectgift.ae/collections/children-ballloons,205,,2021-02-20T14:15:40+04:00
260603674813,Children Gifts,children-gifts-dubai,https://theperfectgift.ae/collections/children-gifts-dubai,283,,2021-02-26T00:42:29+04:00
260606066877,Children Themed Decor,children-themed-decor,https://theperfectgift.ae/collections/children-themed-decor,158,,2021-02-26T01:25:28+04:00
415989629153,Choco-Smash Cakes,choco-smash-cakes,https://theperfectgift.ae/collections/choco-smash-cakes,47,,2023-07-21T19:43:31+04:00
245228961981,Chocolate Bouquets,chocolate-bouquets,https://theperfectgift.ae/collections/chocolate-bouquets,24,,2021-02-20T15:25:44+04:00
484458463457,Chocolate Dipped Strawberry Bouquet,chocolate-dipped-strawberry-bouquet-dubai,https://theperfectgift.ae/collections/chocolate-dipped-strawberry-bouquet-dubai,20,,2026-03-24T23:45:55+04:00
245224734909,Chocolates,chocolates-gifts-dubai,https://theperfectgift.ae/collections/chocolates-gifts-dubai,40,,2021-02-20T15:06:44+04:00
260597186749,Christmas,christmas-gifts-dubai,https://theperfectgift.ae/collections/christmas-gifts-dubai,194,,2021-03-04T19:14:06+04:00
